Player,PlayerLine
ROMEO,"More light and light, more dark and dark our woes!"
ROMEO,"Enter Nurse, to the chamber"
JULIET,Nurse?
JULIET,"Then, window, let day in, and let life out."
ROMEO,"Farewell, farewell! one kiss, and I'll descend."
ROMEO,He goeth down
JULIET,"Art thou gone so? love, lord, ay, husband, friend!"
JULIET,"I must hear from thee every day in the hour,"
JULIET,For in a minute there are many days:
JULIET,"O, by this count I shall be much in years"
JULIET,Ere I again behold my Romeo!
ROMEO,Farewell!
ROMEO,I will omit no opportunity
ROMEO,"That may convey my greetings, love, to thee."
JULIET,O think'st thou we shall ever meet again?
ROMEO,"I doubt it not, and all these woes shall serve"
ROMEO,For sweet discourses in our time to come.
JULIET,"O God, I have an ill-divining soul!"
JULIET,"Methinks I see thee, now thou art below,"
JULIET,As one dead in the bottom of a tomb:
JULIET,"Either my eyesight fails, or thou look'st pale."
ROMEO,"And trust me, love, in my eye so do you:"
ROMEO,"Dry sorrow drinks our blood. Adieu, adieu!"
ROMEO,Exit
JULIET,"O fortune, fortune! all men call thee fickle:"
JULIET,"If thou art fickle, what dost thou with him."
JULIET,"That is renown'd for faith? Be fickle, fortune,"
JULIET,"For then, I hope, thou wilt not keep him long,"
JULIET,But send him back.
JULIET,Who is't that calls? is it my lady mother?
JULIET,"Is she not down so late, or up so early?"
JULIET,What unaccustom'd cause procures her hither?
JULIET,Enter LADY CAPULET
JULIET,"Madam, I am not well."
JULIET,Yet let me weep for such a feeling loss.
JULIET,"Feeling so the loss,"
JULIET,Cannot choose but ever weep the friend.
JULIET,What villain madam?
JULIET,[Aside]  Villain and he be many miles asunder.--
JULIET,"God Pardon him! I do, with all my heart,"
JULIET,And yet no man like he doth grieve my heart.
JULIET,"Ay, madam, from the reach of these my hands:"
JULIET,Would none but I might venge my cousin's death!
JULIET,"Indeed, I never shall be satisfied"
JULIET,"With Romeo, till I behold him--dead--"
JULIET,Is my poor heart for a kinsman vex'd.
JULIET,"Madam, if you could find out but a man"
JULIET,"To bear a poison, I would temper it,"
JULIET,"That Romeo should, upon receipt thereof,"
JULIET,"Soon sleep in quiet. O, how my heart abhors"
JULIET,"To hear him named, and cannot come to him."
JULIET,To wreak the love I bore my cousin
JULIET,Upon his body that slaughter'd him!
JULIET,And joy comes well in such a needy time:
JULIET,"What are they, I beseech your ladyship?"
JULIET,"Madam, in happy time, what day is that?"
JULIET,"Now, by Saint Peter's Church and Peter too,"
JULIET,He shall not make me there a joyful bride.
JULIET,"I wonder at this haste, that I must wed"
JULIET,"Ere he, that should be husband, comes to woo."
JULIET,"I pray you, tell my lord and father, madam,"
JULIET,"I will not marry yet, and, when I do, I swear,"
JULIET,"It shall be Romeo, whom you know I hate,"
JULIET,Rather than Paris. These are news indeed!
JULIET,"Not proud, you have, but thankful, that you have:"
JULIET,"Proud can I never be of what I hate,"
JULIET,"But thankful even for hate, that is meant love."
JULIET,"Good father, I beseech you on my knees,"
JULIET,Hear me with patience but to speak a word.
JULIET,"Is there no pity sitting in the clouds,"
JULIET,That sees into the bottom of my grief?
JULIET,"O, sweet my mother, cast me not away!"
JULIET,"Delay this marriage for a month, a week,"
JULIET,"Or, if you do not, make the bridal bed"
JULIET,In that dim monument where Tybalt lies.
JULIET,"O God!--O nurse, how shall this be prevented?"
JULIET,"My husband is on earth, my faith in heaven,"
JULIET,"How shall that faith return again to earth,"
JULIET,Unless that husband send it me from heaven
JULIET,"By leaving earth? comfort me, counsel me."
JULIET,"Alack, alack, that heaven should practise stratagems"
JULIET,Upon so soft a subject as myself!
JULIET,What say'st thou? hast thou not a word of joy?
JULIET,"Some comfort, nurse."
JULIET,Speakest thou from thy heart?
JULIET,Amen!
JULIET,"Well, thou hast comforted me marvellous much."
JULIET,"Go in: and tell my lady I am gone,"
JULIET,"Having displeased my father, to Laurence' cell,"
JULIET,To make confession and to be absolved.
JULIET,Ancient damnation! O most wicked fiend!
JULIET,"Is it more sin to wish me thus forsworn,"
JULIET,Or to dispraise my lord with that same tongue
JULIET,Which she hath praised him with above compare
JULIET,"So many thousand times? Go, counsellor,"
JULIET,Thou and my bosom henceforth shall be twain.
JULIET,"I'll to the friar, to know his remedy:"
JULIET,"If all else fail, myself have power to die."
JULIET,Exit
JULIET,ACT IV
JULIET,SCENE I. Friar Laurence's cell.
JULIET,Enter FRIAR LAURENCE and PARIS
JULIET,"That may be, sir, when I may be a wife."
JULIET,What must be shall be.
JULIET,"To answer that, I should confess to you."
JULIET,I will confess to you that I love him.
JULIET,"If I do so, it will be of more price,"
JULIET,"Being spoke behind your back, than to your face."
JULIET,"The tears have got small victory by that,"
JULIET,For it was bad enough before their spite.
JULIET,"That is no slander, sir, which is a truth,"
JULIET,"And what I spake, I spake it to my face."
JULIET,"It may be so, for it is not mine own."
JULIET,"Are you at leisure, holy father, now,"
JULIET,Or shall I come to you at evening mass?
JULIET,"O shut the door! and when thou hast done so,"
JULIET,"Come weep with me, past hope, past cure, past help!"
JULIET,"Tell me not, friar, that thou hear'st of this,"
JULIET,Unless thou tell me how I may prevent it:
JULIET,"If, in thy wisdom, thou canst give no help,"
JULIET,"Do thou but call my resolution wise,"
JULIET,And with this knife I'll help it presently.
JULIET,"God join'd my heart and Romeo's, thou our hands,"
JULIET,"And ere this hand, by thee to Romeo seal'd,"
JULIET,"Shall be the label to another deed,"
JULIET,Or my true heart with treacherous revolt
JULIET,"Turn to another, this shall slay them both:"
JULIET,"Therefore, out of thy long-experienced time,"
JULIET,"Give me some present counsel, or, behold,"
JULIET,'Twixt my extremes and me this bloody knife
JULIET,"Shall play the umpire, arbitrating that"
JULIET,Which the commission of thy years and art
JULIET,Could to no issue of true honour bring.
JULIET,"Be not so long to speak, I long to die,"
JULIET,If what thou speak'st speak not of remedy.
JULIET,"O, bid me leap, rather than marry Paris,"
JULIET,"From off the battlements of yonder tower,"
JULIET,"Or walk in thievish ways, or bid me lurk"
JULIET,"Where serpents are, chain me with roaring bears,"
JULIET,"Or shut me nightly in a charnel-house,"
JULIET,"O'er-cover'd quite with dead men's rattling bones,"
JULIET,"With reeky shanks and yellow chapless skulls,"
JULIET,Or bid me go into a new-made grave
JULIET,"And hide me with a dead man in his shroud,"
JULIET,"Things that, to hear them told, have made me tremble,"
JULIET,"And I will do it without fear or doubt,"
JULIET,To live an unstain'd wife to my sweet love.
JULIET,"Give me, give me! O, tell not me of fear!"
JULIET,Love give me strength! and strength shall help afford.
JULIET,"Farewell, dear father!"
JULIET,Exeunt
JULIET,SCENE II. Hall in Capulet's house.
JULIET,"Enter CAPULET, LADY  CAPULET, Nurse, and two Servingmen"
JULIET,Where I have learn'd me to repent the sin
JULIET,Of disobedient opposition
JULIET,"To you and your behests, and am enjoin'd"
JULIET,"By holy Laurence to fall prostrate here,"
JULIET,"And beg your pardon: pardon, I beseech you!"
JULIET,Henceforward I am ever ruled by you.
JULIET,"I met the youthful lord at Laurence' cell,"
JULIET,"And gave him what becomed love I might,"
JULIET,Not step o'er the bounds of modesty.
JULIET,"Nurse, will you go with me into my closet,"
JULIET,To help me sort such needful ornaments
JULIET,As you think fit to furnish me to-morrow?
JULIET,"Ay, those attires are best: but, gentle nurse,"
JULIET,"I pray thee, leave me to my self to-night,"
JULIET,For I have need of many orisons
JULIET,"To move the heavens to smile upon my state,"
JULIET,"Which, well thou know'st, is cross, and full of sin."
JULIET,Enter LADY CAPULET
JULIET,"No, madam, we have cull'd such necessaries"
JULIET,As are behoveful for our state to-morrow:
JULIET,"So please you, let me now be left alone,"
JULIET,"And let the nurse this night sit up with you,"
JULIET,"For, I am sure, you have your hands full all,"
JULIET,In this so sudden business.
JULIET,Farewell! God knows when we shall meet again.
JULIET,"I have a faint cold fear thrills through my veins,"
JULIET,That almost freezes up the heat of life:
JULIET,I'll call them back again to comfort me:
JULIET,Nurse! What should she do here?
JULIET,My dismal scene I needs must act alone.
JULIET,"Come, vial."
JULIET,What if this mixture do not work at all?
JULIET,Shall I be married then to-morrow morning?
JULIET,"No, no: this shall forbid it: lie thou there."
JULIET,Laying down her dagger
JULIET,"What if it be a poison, which the friar"
JULIET,"Subtly hath minister'd to have me dead,"
JULIET,"Lest in this marriage he should be dishonour'd,"
JULIET,Because he married me before to Romeo?
JULIET,"I fear it is: and yet, methinks, it should not,"
JULIET,For he hath still been tried a holy man.
JULIET,"How if, when I am laid into the tomb,"
JULIET,I wake before the time that Romeo
JULIET,Come to redeem me? there's a fearful point!
JULIET,"Shall I not, then, be stifled in the vault,"
JULIET,"To whose foul mouth no healthsome air breathes in,"
JULIET,And there die strangled ere my Romeo comes?
JULIET,"Or, if I live, is it not very like,"
JULIET,"The horrible conceit of death and night,"
JULIET,"Together with the terror of the place,--"
JULIET,"As in a vault, an ancient receptacle,"
JULIET,"Where, for these many hundred years, the bones"
JULIET,Of all my buried ancestors are packed:
JULIET,"Where bloody Tybalt, yet but green in earth,"
JULIET,"Lies festering in his shroud, where, as they say,"
JULIET,"At some hours in the night spirits resort,--"
JULIET,"Alack, alack, is it not like that I,"
JULIET,"So early waking, what with loathsome smells,"
JULIET,"And shrieks like mandrakes' torn out of the earth,"
JULIET,"That living mortals, hearing them, run mad:--"
JULIET,"O, if I wake, shall I not be distraught,"
JULIET,Environed with all these hideous fears?
JULIET,And madly play with my forefather's joints?
JULIET,And pluck the mangled Tybalt from his shroud?
JULIET,"And, in this rage, with some great kinsman's bone,"
JULIET,"As with a club, dash out my desperate brains?"
JULIET,"O, look! methinks I see my cousin's ghost"
JULIET,"Seeking out Romeo, that did spit his body"
JULIET,"Upon a rapier's point: stay, Tybalt, stay!"
JULIET,"Romeo, I come! this do I drink to thee."
JULIET,"She falls upon her bed, within the curtains"
JULIET,SCENE IV. Hall in Capulet's house.
JULIET,Enter LADY CAPULET and Nurse
ROMEO,"If I may trust the flattering truth of sleep,"
ROMEO,My dreams presage some joyful news at hand:
ROMEO,"My bosom's lord sits lightly in his throne,"
ROMEO,And all this day an unaccustom'd spirit
ROMEO,Lifts me above the ground with cheerful thoughts.
ROMEO,I dreamt my lady came and found me dead--
ROMEO,"Strange dream, that gives a dead man leave"
ROMEO,to think!--
ROMEO,"And breathed such life with kisses in my lips,"
ROMEO,"That I revived, and was an emperor."
ROMEO,"Ah me! how sweet is love itself possess'd,"
ROMEO,When but love's shadows are so rich in joy!
ROMEO,"Enter BALTHASAR, booted"
ROMEO,"News from Verona!--How now, Balthasar!"
ROMEO,Dost thou not bring me letters from the friar?
ROMEO,How doth my lady? Is my father well?
ROMEO,"How fares my Juliet? that I ask again,"
ROMEO,"For nothing can be ill, if she be well."
ROMEO,"Is it even so? then I defy you, stars!"
ROMEO,"Thou know'st my lodging: get me ink and paper,"
ROMEO,"And hire post-horses, I will hence to-night."
ROMEO,"Tush, thou art deceived:"
ROMEO,"Leave me, and do the thing I bid thee do."
ROMEO,Hast thou no letters to me from the friar?
ROMEO,"No matter: get thee gone,"
ROMEO,"And hire those horses, I'll be with thee straight."
ROMEO,Exit BALTHASAR
ROMEO,"Well, Juliet, I will lie with thee to-night."
ROMEO,"Let's see for means: O mischief, thou art swift"
ROMEO,To enter in the thoughts of desperate men!
ROMEO,"I do remember an apothecary,--"
ROMEO,"And hereabouts he dwells,--which late I noted"
ROMEO,"In tatter'd weeds, with overwhelming brows,"
ROMEO,"Culling of simples, meagre were his looks,"
ROMEO,Sharp misery had worn him to the bones:
ROMEO,"And in his needy shop a tortoise hung,"
ROMEO,"An alligator stuff'd, and other skins"
ROMEO,"Of ill-shaped fishes, and about his shelves"
ROMEO,"A beggarly account of empty boxes,"
ROMEO,"Green earthen pots, bladders and musty seeds,"
ROMEO,"Remnants of packthread and old cakes of roses,"
ROMEO,"Were thinly scatter'd, to make up a show."
ROMEO,"Noting this penury, to myself I said"
ROMEO,"'An if a man did need a poison now,"
ROMEO,"Whose sale is present death in Mantua,"
ROMEO,Here lives a caitiff wretch would sell it him.'
ROMEO,"O, this same thought did but forerun my need,"
ROMEO,And this same needy man must sell it me.
ROMEO,"As I remember, this should be the house."
ROMEO,"Being holiday, the beggar's shop is shut."
ROMEO,"What, ho! apothecary!"
ROMEO,Enter Apothecary
ROMEO,"Come hither, man. I see that thou art poor:"
ROMEO,"Hold, there is forty ducats: let me have"
ROMEO,"A dram of poison, such soon-speeding gear"
ROMEO,As will disperse itself through all the veins
ROMEO,That the life-weary taker may fall dead
ROMEO,And that the trunk may be discharged of breath
ROMEO,As violently as hasty powder fired
ROMEO,Doth hurry from the fatal cannon's womb.
ROMEO,"Art thou so bare and full of wretchedness,"
ROMEO,"And fear'st to die? famine is in thy cheeks,"
ROMEO,"Need and oppression starveth in thine eyes,"
ROMEO,"Contempt and beggary hangs upon thy back,"
ROMEO,"The world is not thy friend nor the world's law,"
ROMEO,"The world affords no law to make thee rich,"
ROMEO,"Then be not poor, but break it, and take this."
ROMEO,"I pay thy poverty, and not thy will."
ROMEO,"There is thy gold, worse poison to men's souls,"
ROMEO,"Doing more murders in this loathsome world,"
ROMEO,Than these poor compounds that thou mayst not sell.
ROMEO,"I sell thee poison, thou hast sold me none."
ROMEO,"Farewell: buy food, and get thyself in flesh."
ROMEO,"Come, cordial and not poison, go with me"
ROMEO,"To Juliet's grave, for there must I use thee."
ROMEO,Exeunt
ROMEO,SCENE II. Friar Laurence's cell.
ROMEO,Enter FRIAR JOHN
ROMEO,Give me that mattock and the wrenching iron.
ROMEO,"Hold, take this letter, early in the morning"
ROMEO,See thou deliver it to my lord and father.
ROMEO,"Give me the light: upon thy life, I charge thee,"
ROMEO,"Whate'er thou hear'st or seest, stand all aloof,"
ROMEO,And do not interrupt me in my course.
ROMEO,"Why I descend into this bed of death,"
ROMEO,"Is partly to behold my lady's face,"
ROMEO,But chiefly to take thence from her dead finger
ROMEO,"A precious ring, a ring that I must use"
ROMEO,"In dear employment: therefore hence, be gone:"
ROMEO,"But if thou, jealous, dost return to pry"
ROMEO,"In what I further shall intend to do,"
ROMEO,"By heaven, I will tear thee joint by joint"
ROMEO,And strew this hungry churchyard with thy limbs:
ROMEO,"The time and my intents are savage-wild,"
ROMEO,More fierce and more inexorable far
ROMEO,Than empty tigers or the roaring sea.
ROMEO,So shalt thou show me friendship. Take thou that:
ROMEO,"Live, and be prosperous: and farewell, good fellow."
ROMEO,"Thou detestable maw, thou womb of death,"
ROMEO,"Gorged with the dearest morsel of the earth,"
ROMEO,"Thus I enforce thy rotten jaws to open,"
ROMEO,"And, in despite, I'll cram thee with more food!"
ROMEO,Opens the tomb
ROMEO,"I must indeed, and therefore came I hither."
ROMEO,"Good gentle youth, tempt not a desperate man,"
ROMEO,"Fly hence, and leave me: think upon these gone,"
ROMEO,"Let them affright thee. I beseech thee, youth,"
ROMEO,"Put not another sin upon my head,"
ROMEO,"By urging me to fury: O, be gone!"
ROMEO,"By heaven, I love thee better than myself,"
ROMEO,For I come hither arm'd against myself:
ROMEO,"Stay not, be gone, live, and hereafter say,"
ROMEO,A madman's mercy bade thee run away.
ROMEO,"Wilt thou provoke me? then have at thee, boy!"
ROMEO,They fight
ROMEO,"In faith, I will. Let me peruse this face."
ROMEO,"Mercutio's kinsman, noble County Paris!"
ROMEO,"What said my man, when my betossed soul"
ROMEO,Did not attend him as we rode? I think
ROMEO,He told me Paris should have married Juliet:
ROMEO,Said he not so? or did I dream it so?
ROMEO,"Or am I mad, hearing him talk of Juliet,"
ROMEO,"To think it was so? O, give me thy hand,"
ROMEO,One writ with me in sour misfortune's book!
ROMEO,"I'll bury thee in a triumphant grave,"
ROMEO,"A grave? O no! a lantern, slaughter'd youth,"
ROMEO,"For here lies Juliet, and her beauty makes"
ROMEO,This vault a feasting presence full of light.
ROMEO,"Death, lie thou there, by a dead man interr'd."
ROMEO,Laying PARIS in the tomb
ROMEO,How oft when men are at the point of death
ROMEO,Have they been merry! which their keepers call
ROMEO,"A lightning before death: O, how may I"
ROMEO,Call this a lightning? O my love! my wife!
ROMEO,"Death, that hath suck'd the honey of thy breath,"
ROMEO,Hath had no power yet upon thy beauty:
ROMEO,"Thou art not conquer'd, beauty's ensign yet"
ROMEO,"Is crimson in thy lips and in thy cheeks,"
ROMEO,And death's pale flag is not advanced there.
ROMEO,"Tybalt, liest thou there in thy bloody sheet?"
ROMEO,"O, what more favour can I do to thee,"
ROMEO,Than with that hand that cut thy youth in twain
ROMEO,To sunder his that was thine enemy?
ROMEO,"Forgive me, cousin! Ah, dear Juliet,"
ROMEO,Why art thou yet so fair? shall I believe
ROMEO,"That unsubstantial death is amorous,"
ROMEO,And that the lean abhorred monster keeps
ROMEO,Thee here in dark to be his paramour?
ROMEO,"For fear of that, I still will stay with thee,"
ROMEO,And never from this palace of dim night
ROMEO,"Depart again: here, here will I remain"
ROMEO,"With worms that are thy chamber-maids, O, here"
ROMEO,"Will I set up my everlasting rest,"
ROMEO,And shake the yoke of inauspicious stars
ROMEO,"From this world-wearied flesh. Eyes, look your last!"
ROMEO,"Arms, take your last embrace! and, lips, O you"
ROMEO,"The doors of breath, seal with a righteous kiss"
ROMEO,A dateless bargain to engrossing death!
ROMEO,"Come, bitter conduct, come, unsavoury guide!"
ROMEO,"Thou desperate pilot, now at once run on"
ROMEO,The dashing rocks thy sea-sick weary bark!
ROMEO,Here's to my love!
ROMEO,Drinks
ROMEO,O true apothecary!
ROMEO,Thy drugs are quick. Thus with a kiss I die.
ROMEO,Dies
ROMEO,"Enter, at the other end of the churchyard, FRIAR LAURENCE, with a lantern, crow, and spade"
JULIET,O comfortable friar! where is my lord?
JULIET,"I do remember well where I should be,"
JULIET,And there I am. Where is my Romeo?
JULIET,Noise within
JULIET,"Go, get thee hence, for I will not away."
JULIET,Exit FRIAR LAURENCE
JULIET,"What's here? a cup, closed in my true love's hand?"
JULIET,"Poison, I see, hath been his timeless end:"
JULIET,"O churl! drunk all, and left no friendly drop"
JULIET,"To help me after? I will kiss thy lips,"
JULIET,"Haply some poison yet doth hang on them,"
JULIET,To make die with a restorative.
JULIET,Kisses him
JULIET,Thy lips are warm.
JULIET,"Yea, noise? then I'll be brief. O happy dagger!"
JULIET,Snatching ROMEO's dagger
JULIET,"This is thy sheath,"
JULIET,Stabs herself
JULIET,"there rust, and let me die."
JULIET,"Falls on ROMEO's body, and dies"
JULIET,"Enter Watch, with the Page of PARIS"
